"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neurotocism","agreeableness","conscientiousness","openness"
23,"Female","LK",5,2,5,5,4,4,2,5,5,3,5,4,5,5,5,"5, 2, 5","5, 4, 4","2 5 5","3 5 4","5 5 5"
18,"Male","LT",1,2,1,3,2,1,1,1,2,4,4,3,4,4,4,"1, 2, 1","3, 2, 1","1 1 2","4 4 3","4 4 4"
23,"Male","CA",3,5,4,1,1,1,5,5,4,5,5,4,5,5,5,"3, 5, 4","1, 1, 1","5 5 4","5 5 4","5 5 5"
56,"Female","US",3,4,4,4,2,1,5,5,5,4,3,2,5,5,5,"3, 4, 4","4, 2, 1","5 5 5","4 3 2","5 5 5"
58,"Male","AE",3,3,5,4,4,3,5,4,3,3,5,3,5,5,5,"3, 3, 5","4, 4, 3","5 4 3","3 5 3","5 5 5"
19,"Male","US",1,2,1,5,5,5,3,2,1,5,5,3,5,3,5,"1, 2, 1","5, 5, 5","3 2 1","5 5 3","5 3 5"
16,"Female","US",4,4,3,2,2,1,5,2,3,2,4,1,5,4,3,"4, 4, 3","2, 2, 1","5 2 3","2 4 1","5 4 3"
15,"Male","US",4,5,4,4,3,3,4,5,3,3,4,3,5,4,5,"4, 5, 4","4, 3, 3","4 5 3","3 4 3","5 4 5"
25,"Female","IN",1,3,2,3,4,3,5,4,4,3,4,2,4,4,4,"1, 3, 2","3, 4, 3","5 4 4","3 4 2","4 4 4"
29,"Male","US",1,2,1,5,5,5,1,1,3,4,4,3,5,4,5,"1, 2, 1","5, 5, 5","1 1 3","4 4 3","5 4 5"
23,"Female","KE",3,5,3,2,1,1,5,5,4,3,3,1,4,3,3,"3, 5, 3","2, 1, 1","5 5 4","3 3 1","4 3 3"
22,"Female","MY",2,4,4,2,4,2,4,4,4,4,5,4,4,3,4,"2, 4, 4","2, 4, 2","4 4 4","4 5 4","4 3 4"
43,"Female","GB",1,3,3,4,5,4,5,5,5,3,5,3,3,4,4,"1, 3, 3","4, 5, 4","5 5 5","3 5 3","3 4 4"
69,"Female","US",1,1,2,5,5,5,2,4,3,2,3,1,4,4,4,"1, 1, 2","5, 5, 5","2 4 3","2 3 1","4 4 4"
34,"Male","GB",4,4,5,4,5,1,2,2,3,3,5,1,5,5,4,"4, 4, 5","4, 5, 1","2 2 3","3 5 1","5 5 4"
46,"Male","GB",2,2,4,3,4,2,3,4,4,5,5,4,4,3,4,"2, 2, 4","3, 4, 2","3 4 4","5 5 4","4 3 4"
15,"Female","RO",3,4,3,4,4,2,5,5,5,3,3,3,5,4,4,"3, 4, 3","4, 4, 2","5 5 5","3 3 3","5 4 4"
18,"Female","IT",3,4,2,4,3,4,4,4,4,3,4,3,4,4,4,"3, 4, 2","4, 3, 4","4 4 4","3 4 3","4 4 4"
36,"Female","CA",3,4,5,4,4,3,4,4,4,4,4,4,4,5,4,"3, 4, 5","4, 4, 3","4 4 4","4 4 4","4 5 4"
19,"Female","US",4,5,5,3,4,3,4,3,3,4,4,5,3,4,3,"4, 5, 5","3, 4, 3","4 3 3","4 4 5","3 4 3"
16,"Female","US",2,5,4,2,5,1,5,5,4,2,5,2,5,5,5,"2, 5, 4","2, 5, 1","5 5 4","2 5 2","5 5 5"
17,"Female","US",4,4,3,3,4,3,5,5,3,3,4,2,5,5,5,"4, 4, 3","3, 4, 3","5 5 3","3 4 2","5 5 5"
17,"Female","US",3,2,4,5,4,3,3,4,4,2,4,3,2,2,3,"3, 2, 4","5, 4, 3","3 4 4","2 4 3","2 2 3"
29,"Female","SG",1,1,1,1,4,3,5,5,1,1,3,1,4,1,3,"1, 1, 1","1, 4, 3","5 5 1","1 3 1","4 1 3"
21,"Female","US",1,1,5,5,4,3,4,4,3,2,3,3,5,4,3,"1, 1, 5","5, 4, 3","4 4 3","2 3 3","5 4 3"
16,"Female","US",2,2,2,5,5,5,2,4,1,2,2,1,5,1,3,"2, 2, 2","5, 5, 5","2 4 1","2 2 1","5 1 3"
20,"Female","US",3,5,3,3,4,2,4,3,4,4,4,2,3,4,3,"3, 5, 3","3, 4, 2","4 3 4","4 4 2","3 4 3"
14,"Female","US",1,1,3,1,5,3,5,5,5,5,5,1,5,5,5,"1, 1, 3","1, 5, 3","5 5 5","5 5 1","5 5 5"
22,"Female","MY",3,4,5,1,4,2,4,4,4,4,5,4,5,4,4,"3, 4, 5","1, 4, 2","4 4 4","4 5 4","5 4 4"
19,"Female","US",1,1,1,5,5,5,2,5,5,5,5,5,5,5,5,"1, 1, 1","5, 5, 5","2 5 5","5 5 5","5 5 5"
16,"Male","PH",2,3,2,4,4,4,4,4,3,3,3,2,1,4,3,"2, 3, 2","4, 4, 4","4 4 3","3 3 2","1 4 3"
21,"Male","IN",1,5,1,4,3,2,3,4,3,4,5,4,4,5,4,"1, 5, 1","4, 3, 2","3 4 3","4 5 4","4 5 4"
22,"Male","US",1,1,2,3,4,2,2,3,4,5,2,4,5,4,4,"1, 1, 2","3, 4, 2","2 3 4","5 2 4","5 4 4"
27,"Female","US",2,3,4,3,4,3,4,4,3,3,4,4,5,4,5,"2, 3, 4","3, 4, 3","4 4 3","3 4 4","5 4 5"
21,"Female","US",1,2,2,4,4,4,3,3,3,3,4,4,4,4,4,"1, 2, 2","4, 4, 4","3 3 3","3 4 4","4 4 4"
27,"Male","CA",2,4,4,3,5,2,4,4,3,5,5,3,5,5,4,"2, 4, 4","3, 5, 2","4 4 3","5 5 3","5 5 4"
21,"Male","AU",3,4,5,4,4,2,4,4,4,2,4,3,5,4,5,"3, 4, 5","4, 4, 2","4 4 4","2 4 3","5 4 5"
21,"Female","US",1,1,1,4,5,5,2,4,4,4,4,4,5,4,5,"1, 1, 1","4, 5, 5","2 4 4","4 4 4","5 4 5"
29,"Female","ZA",4,4,5,2,3,4,5,5,4,2,3,2,5,4,5,"4, 4, 5","2, 3, 4","5 5 4","2 3 2","5 4 5"
48,"Male","US",4,5,5,3,2,1,5,5,5,3,2,4,4,4,4,"4, 5, 5","3, 2, 1","5 5 5","3 2 4","4 4 4"
19,"Female","US",1,2,4,5,5,5,5,5,5,2,2,2,5,2,5,"1, 2, 4","5, 5, 5","5 5 5","2 2 2","5 2 5"
38,"Female","MT",3,4,5,4,4,1,5,4,5,3,5,4,4,4,4,"3, 4, 5","4, 4, 1","5 4 5","3 5 4","4 4 4"
25,"Female","IS",2,3,4,1,4,5,4,4,3,2,3,2,5,4,5,"2, 3, 4","1, 4, 5","4 4 3","2 3 2","5 4 5"
33,"Female","AE",1,4,3,3,5,3,3,2,4,3,5,3,3,4,4,"1, 4, 3","3, 5, 3","3 2 4","3 5 3","3 4 4"
18,"Female","FI",3,3,2,4,2,4,5,5,3,3,5,1,4,3,3,"3, 3, 2","4, 2, 4","5 5 3","3 5 1","4 3 3"
24,"Male","IS",2,4,2,4,5,4,5,1,2,3,3,3,5,5,5,"2, 4, 2","4, 5, 4","5 1 2","3 3 3","5 5 5"
20,"Female","US",4,5,5,3,3,2,5,4,4,3,2,4,4,5,5,"4, 5, 5","3, 3, 2","5 4 4","3 2 4","4 5 5"
22,"Male","NL",1,2,2,2,4,2,2,4,3,5,4,5,4,5,4,"1, 2, 2","2, 4, 2","2 4 3","5 4 5","4 5 4"
19,"Male","US",2,2,3,3,2,2,2,3,5,4,4,2,5,5,5,"2, 2, 3","3, 2, 2","2 3 5","4 4 2","5 5 5"
21,"Female","US",5,5,5,1,1,1,5,5,5,1,5,4,5,5,5,"5, 5, 5","1, 1, 1","5 5 5","1 5 4","5 5 5"
18,"Female","FI",4,5,5,2,3,2,4,2,4,4,4,5,3,5,3,"4, 5, 5","2, 3, 2","4 2 4","4 4 5","3 5 3"
20,"Female","US",4,5,5,4,4,2,5,4,4,3,5,3,5,4,4,"4, 5, 5","4, 4, 2","5 4 4","3 5 3","5 4 4"
20,"Male","US",1,4,2,2,3,3,5,5,3,3,4,2,5,4,4,"1, 4, 2","2, 3, 3","5 5 3","3 4 2","5 4 4"
19,"Male","RU",1,4,4,2,3,3,5,5,3,4,5,4,5,5,5,"1, 4, 4","2, 3, 3","5 5 3","4 5 4","5 5 5"
22,"Female","BD",3,1,4,4,5,4,1,2,3,3,4,3,4,2,4,"3, 1, 4","4, 5, 4","1 2 3","3 4 3","4 2 4"
36,"Female","US",2,2,5,5,4,4,4,4,2,4,3,4,5,5,5,"2, 2, 5","5, 4, 4","4 4 2","4 3 4","5 5 5"
37,"Female","US",3,4,4,2,2,2,5,5,5,4,4,4,4,4,3,"3, 4, 4","2, 2, 2","5 5 5","4 4 4","4 4 3"
37,"Female","NL",3,4,4,2,4,2,4,2,4,4,4,4,4,4,3,"3, 4, 4","2, 4, 2","4 2 4","4 4 4","4 4 3"
21,"Male","BR",2,4,1,3,4,3,3,4,3,4,4,3,4,4,4,"2, 4, 1","3, 4, 3","3 4 3","4 4 3","4 4 4"
68,"Male","US",1,2,3,1,2,3,1,2,4,1,2,3,2,2,4,"1, 2, 3","1, 2, 3","1 2 4","1 2 3","2 2 4"
24,"Male","MY",5,5,5,4,4,1,5,5,5,3,4,3,4,4,5,"5, 5, 5","4, 4, 1","5 5 5","3 4 3","4 4 5"
27,"Female","US",4,5,5,2,3,2,5,4,5,3,3,3,3,4,5,"4, 5, 5","2, 3, 2","5 4 5","3 3 3","3 4 5"
20,"Male","IN",1,3,3,3,5,5,2,5,5,4,5,2,1,5,5,"1, 3, 3","3, 5, 5","2 5 5","4 5 2","1 5 5"
19,"Female","US",1,2,1,5,5,1,3,5,5,4,5,5,5,5,5,"1, 2, 1","5, 5, 1","3 5 5","4 5 5","5 5 5"
17,"Male","CA",3,4,3,1,3,3,5,3,4,4,2,3,4,2,3,"3, 4, 3","1, 3, 3","5 3 4","4 2 3","4 2 3"
25,"Female","CA",4,5,5,4,4,1,5,3,5,5,4,5,1,5,4,"4, 5, 5","4, 4, 1","5 3 5","5 4 5","1 5 4"
16,"Female","GB",4,4,5,1,5,4,5,4,3,4,4,1,5,5,5,"4, 4, 5","1, 5, 4","5 4 3","4 4 1","5 5 5"
20,"Female","GR",3,2,3,4,4,4,5,5,4,1,4,3,5,3,3,"3, 2, 3","4, 4, 4","5 5 4","1 4 3","5 3 3"
32,"Male","US",1,2,2,3,4,4,3,4,5,4,5,4,4,4,3,"1, 2, 2","3, 4, 4","3 4 5","4 5 4","4 4 3"
20,"Female","US",3,5,5,4,5,3,5,5,3,3,4,1,5,4,5,"3, 5, 5","4, 5, 3","5 5 3","3 4 1","5 4 5"
1994,"Female","MY",2,2,2,4,4,2,3,5,3,4,4,4,3,4,2,"2, 2, 2","4, 4, 2","3 5 3","4 4 4","3 4 2"
26,"Female","CZ",4,3,4,4,2,3,3,3,5,2,4,1,4,5,5,"4, 3, 4","4, 2, 3","3 3 5","2 4 1","4 5 5"
32,"Female","CA",3,2,3,4,5,2,5,5,5,4,5,4,5,5,5,"3, 2, 3","4, 5, 2","5 5 5","4 5 4","5 5 5"
49,"Female","US",3,4,3,4,3,3,2,4,3,2,3,3,3,3,3,"3, 4, 3","4, 3, 3","2 4 3","2 3 3","3 3 3"
32,"Male","US",3,5,5,2,5,5,5,4,4,5,5,5,5,5,4,"3, 5, 5","2, 5, 5","5 4 4","5 5 5","5 5 4"
46,"Male","US",2,3,3,3,4,2,3,3,3,4,5,3,3,4,4,"2, 3, 3","3, 4, 2","3 3 3","4 5 3","3 4 4"
19,"Female","US",3,4,4,5,5,4,4,5,4,3,3,3,4,2,3,"3, 4, 4","5, 5, 4","4 5 4","3 3 3","4 2 3"
16,"Male","GB",3,4,5,4,5,3,5,4,3,2,3,4,5,2,5,"3, 4, 5","4, 5, 3","5 4 3","2 3 4","5 2 5"
56,"Male","US",3,4,4,5,4,4,5,5,4,4,5,4,4,4,5,"3, 4, 4","5, 4, 4","5 5 4","4 5 4","4 4 5"
23,"Female","US",3,4,4,4,5,3,5,4,2,4,4,5,5,5,5,"3, 4, 4","4, 5, 3","5 4 2","4 4 5","5 5 5"
26,"Male","US",3,5,4,1,1,1,5,5,5,5,4,3,4,5,5,"3, 5, 4","1, 1, 1","5 5 5","5 4 3","4 5 5"
57,"Female","GB",5,5,5,3,2,1,5,5,5,4,4,4,5,5,5,"5, 5, 5","3, 2, 1","5 5 5","4 4 4","5 5 5"
25,"Female","IN",5,2,4,4,5,5,4,4,5,3,3,2,5,3,4,"5, 2, 4","4, 5, 5","4 4 5","3 3 2","5 3 4"
21,"Male","BD",4,5,4,1,2,1,5,3,5,3,5,1,4,5,5,"4, 5, 4","1, 2, 1","5 3 5","3 5 1","4 5 5"
48,"Female","US",2,2,4,3,4,3,4,4,5,3,5,3,4,4,3,"2, 2, 4","3, 4, 3","4 4 5","3 5 3","4 4 3"
18,"Female","US",1,1,2,5,5,5,4,3,3,2,3,5,2,3,2,"1, 1, 2","5, 5, 5","4 3 3","2 3 5","2 3 2"
27,"Female","US",4,4,5,4,4,3,5,5,5,2,4,4,5,4,4,"4, 4, 5","4, 4, 3","5 5 5","2 4 4","5 4 4"
31,"Female","US",3,4,4,4,5,1,5,5,5,4,4,5,5,5,5,"3, 4, 4","4, 5, 1","5 5 5","4 4 5","5 5 5"
18,"Female","US",5,5,5,3,4,4,4,4,4,5,5,5,4,5,5,"5, 5, 5","3, 4, 4","4 4 4","5 5 5","4 5 5"
16,"Male","GB",3,3,4,2,5,2,1,5,3,4,5,1,5,5,5,"3, 3, 4","2, 5, 2","1 5 3","4 5 1","5 5 5"
19,"Female","US",2,2,2,3,2,1,4,4,3,2,3,1,3,4,4,"2, 2, 2","3, 2, 1","4 4 3","2 3 1","3 4 4"
19,"Female","US",1,2,2,3,2,2,3,4,3,1,2,1,3,4,4,"1, 2, 2","3, 2, 2","3 4 3","1 2 1","3 4 4"
26,"Female","US",5,5,5,2,3,1,5,5,4,4,5,3,3,4,4,"5, 5, 5","2, 3, 1","5 5 4","4 5 3","3 4 4"
18,"Male","US",2,5,3,1,1,1,5,3,3,2,4,1,5,5,5,"2, 5, 3","1, 1, 1","5 3 3","2 4 1","5 5 5"
18,"Male","US",1,2,2,4,4,4,3,4,4,3,3,2,3,2,2,"1, 2, 2","4, 4, 4","3 4 4","3 3 2","3 2 2"
43,"Male","GB",5,5,4,4,5,3,4,3,3,3,3,3,5,3,4,"5, 5, 4","4, 5, 3","4 3 3","3 3 3","5 3 4"
21,"Male","GB",1,1,1,5,5,4,1,3,3,4,4,2,3,2,1,"1, 1, 1","5, 5, 4","1 3 3","4 4 2","3 2 1"
26,"Female","TH",3,3,3,5,5,5,2,3,3,4,2,4,5,4,4,"3, 3, 3","5, 5, 5","2 3 3","4 2 4","5 4 4"
39,"Male","CH",1,4,3,2,4,2,5,4,2,3,5,3,4,4,4,"1, 4, 3","2, 4, 2","5 4 2","3 5 3","4 4 4"
56,"Female","CA",1,5,5,5,5,2,5,3,4,5,5,4,5,3,4,"1, 5, 5","5, 5, 2","5 3 4","5 5 4","5 3 4"
20,"Male","US",4,5,4,2,5,3,4,4,4,3,5,3,5,4,5,"4, 5, 4","2, 5, 3","4 4 4","3 5 3","5 4 5"
15,"Male","US",2,4,3,5,5,4,4,4,3,2,3,2,4,2,3,"2, 4, 3","5, 5, 4","4 4 3","2 3 2","4 2 3"
21,"Female","PK",2,4,2,2,5,2,5,5,4,2,4,4,4,4,2,"2, 4, 2","2, 5, 2","5 5 4","2 4 4","4 4 2"
30,"Female","US",4,4,5,3,2,2,3,4,5,4,3,4,4,4,3,"4, 4, 5","3, 2, 2","3 4 5","4 3 4","4 4 3"
16,"Female","US",3,3,5,5,5,5,5,5,5,5,2,5,4,1,5,"3, 3, 5","5, 5, 5","5 5 5","5 2 5","4 1 5"
21,"Female","US",1,4,2,5,5,3,5,5,5,5,5,4,5,5,3,"1, 4, 2","5, 5, 3","5 5 5","5 5 4","5 5 3"
16,"Male","US",2,2,2,4,3,2,5,4,4,3,2,1,4,5,5,"2, 2, 2","4, 3, 2","5 4 4","3 2 1","4 5 5"
13,"Female","GB",3,5,3,1,1,3,4,5,5,5,5,3,4,5,5,"3, 5, 3","1, 1, 3","4 5 5","5 5 3","4 5 5"
26,"Female","CA",2,4,5,2,4,2,5,5,3,4,3,4,4,4,3,"2, 4, 5","2, 4, 2","5 5 3","4 3 4","4 4 3"
16,"Female","SE",2,3,3,5,5,4,4,4,3,2,4,3,5,4,3,"2, 3, 3","5, 5, 4","4 4 3","2 4 3","5 4 3"
16,"Female","US",1,3,4,3,3,1,4,4,3,5,4,4,3,5,3,"1, 3, 4","3, 3, 1","4 4 3","5 4 4","3 5 3"
26,"Male","CA",3,4,3,2,3,3,5,4,3,4,5,4,5,5,5,"3, 4, 3","2, 3, 3","5 4 3","4 5 4","5 5 5"
18,"Female","US",4,4,4,2,3,1,4,4,5,2,3,3,3,4,4,"4, 4, 4","2, 3, 1","4 4 5","2 3 3","3 4 4"
19,"Female","US",3,4,4,5,5,5,4,4,2,3,4,4,4,4,4,"3, 4, 4","5, 5, 5","4 4 2","3 4 4","4 4 4"
65,"Female","GB",2,3,2,4,4,3,4,4,3,1,3,1,4,4,2,"2, 3, 2","4, 4, 3","4 4 3","1 3 1","4 4 2"
46,"Female","US",4,5,5,3,4,3,1,5,5,3,2,1,3,3,4,"4, 5, 5","3, 4, 3","1 5 5","3 2 1","3 3 4"
52,"Female","US",3,4,4,3,4,4,4,5,5,4,3,3,5,5,4,"3, 4, 4","3, 4, 4","4 5 5","4 3 3","5 5 4"
21,"Male","GB",4,4,4,4,5,5,5,4,5,2,4,4,4,4,4,"4, 4, 4","4, 5, 5","5 4 5","2 4 4","4 4 4"
18,"Female","US",4,5,5,4,5,2,4,5,3,5,5,5,5,5,4,"4, 5, 5","4, 5, 2","4 5 3","5 5 5","5 5 4"
54,"Female","US",4,4,4,2,2,1,4,5,5,4,5,4,5,5,5,"4, 4, 4","2, 2, 1","4 5 5","4 5 4","5 5 5"
32,"Female","US",4,4,5,3,4,3,5,5,3,4,4,4,5,4,5,"4, 4, 5","3, 4, 3","5 5 3","4 4 4","5 4 5"
20,"Male","NZ",3,4,4,4,4,4,5,4,3,2,3,2,4,4,4,"3, 4, 4","4, 4, 4","5 4 3","2 3 2","4 4 4"
18,"Female","US",3,5,5,4,4,2,3,4,4,4,4,4,4,4,5,"3, 5, 5","4, 4, 2","3 4 4","4 4 4","4 4 5"
36,"Male","RS",3,2,2,4,5,5,3,2,1,5,5,4,5,5,5,"3, 2, 2","4, 5, 5","3 2 1","5 5 4","5 5 5"
56,"Female","GB",1,2,4,4,5,3,4,4,3,2,4,4,4,4,3,"1, 2, 4","4, 5, 3","4 4 3","2 4 4","4 4 3"
21,"Female","US",5,5,5,4,5,2,5,5,5,4,5,5,3,4,4,"5, 5, 5","4, 5, 2","5 5 5","4 5 5","3 4 4"
19,"Female","US",5,2,2,5,5,5,5,3,4,2,1,2,5,3,4,"5, 2, 2","5, 5, 5","5 3 4","2 1 2","5 3 4"
27,"Female","US",1,1,2,4,5,3,3,5,4,5,3,5,3,3,4,"1, 1, 2","4, 5, 3","3 5 4","5 3 5","3 3 4"
20,"Male","CA",4,5,5,3,1,2,5,5,5,5,5,5,5,5,5,"4, 5, 5","3, 1, 2","5 5 5","5 5 5","5 5 5"
18,"Female","US",4,2,3,4,5,4,3,3,3,3,3,4,5,4,5,"4, 2, 3","4, 5, 4","3 3 3","3 3 4","5 4 5"
25,"Female","US",2,3,3,4,4,2,5,4,3,3,4,2,5,5,4,"2, 3, 3","4, 4, 2","5 4 3","3 4 2","5 5 4"
18,"Female","US",3,5,5,5,4,3,5,5,3,3,4,2,4,2,3,"3, 5, 5","5, 4, 3","5 5 3","3 4 2","4 2 3"
15,"Female","GB",1,2,1,5,5,5,2,1,1,4,5,5,1,5,4,"1, 2, 1","5, 5, 5","2 1 1","4 5 5","1 5 4"
37,"Female","US",1,5,5,1,2,1,5,5,5,4,5,2,2,5,4,"1, 5, 5","1, 2, 1","5 5 5","4 5 2","2 5 4"
20,"Female","ZA",2,5,4,1,1,2,5,4,5,3,5,2,5,4,4,"2, 5, 4","1, 1, 2","5 4 5","3 5 2","5 4 4"
28,"Female","CA",4,5,4,4,4,3,5,5,5,4,4,3,4,5,4,"4, 5, 4","4, 4, 3","5 5 5","4 4 3","4 5 4"
15,"Female","GB",1,2,1,4,5,2,3,2,1,4,5,4,3,5,4,"1, 2, 1","4, 5, 2","3 2 1","4 5 4","3 5 4"
17,"Female","GB",2,3,2,2,2,1,3,3,3,4,3,3,5,3,5,"2, 3, 2","2, 2, 1","3 3 3","4 3 3","5 3 5"
23,"Male","US",3,4,4,1,2,2,5,3,4,5,5,5,3,5,5,"3, 4, 4","1, 2, 2","5 3 4","5 5 5","3 5 5"
14,"Female","GB",3,2,4,4,5,5,5,5,4,4,4,5,4,4,3,"3, 2, 4","4, 5, 5","5 5 4","4 4 5","4 4 3"
18,"Female","US",3,4,4,4,4,5,4,5,4,5,4,5,3,3,3,"3, 4, 4","4, 4, 5","4 5 4","5 4 5","3 3 3"
50,"Female","GB",2,5,5,2,3,2,5,5,5,5,4,5,3,5,3,"2, 5, 5","2, 3, 2","5 5 5","5 4 5","3 5 3"
23,"Female","US",5,3,4,4,4,4,4,4,3,3,4,5,5,4,3,"5, 3, 4","4, 4, 4","4 4 3","3 4 5","5 4 3"
16,"Female","GB",4,4,4,3,4,2,4,3,3,4,3,3,3,3,3,"4, 4, 4","3, 4, 2","4 3 3","4 3 3","3 3 3"
24,"Female","US",2,3,1,5,4,2,4,4,2,4,4,5,5,4,3,"2, 3, 1","5, 4, 2","4 4 2","4 4 5","5 4 3"
17,"Female","US",2,2,3,4,3,4,4,4,3,3,3,1,5,4,5,"2, 2, 3","4, 3, 4","4 4 3","3 3 1","5 4 5"
33,"Female","US",4,4,5,5,5,4,5,5,4,4,3,2,5,5,5,"4, 4, 5","5, 5, 4","5 5 4","4 3 2","5 5 5"
21,"Female","US",2,3,2,5,5,5,4,4,3,3,3,4,4,2,3,"2, 3, 2","5, 5, 5","4 4 3","3 3 4","4 2 3"
18,"Male","GB",3,4,3,4,4,4,3,2,3,3,4,2,4,4,4,"3, 4, 3","4, 4, 4","3 2 3","3 4 2","4 4 4"
19,"Female","PH",5,5,5,4,4,3,5,5,4,4,5,5,4,5,5,"5, 5, 5","4, 4, 3","5 5 4","4 5 5","4 5 5"
27,"Male","US",4,5,5,3,4,4,5,5,4,3,4,5,5,4,5,"4, 5, 5","3, 4, 4","5 5 4","3 4 5","5 4 5"
46,"Male","IT",2,3,4,3,3,2,4,4,2,2,4,4,4,3,2,"2, 3, 4","3, 3, 2","4 4 2","2 4 4","4 3 2"
42,"Male","US",1,2,1,3,4,2,3,5,2,4,5,5,5,5,5,"1, 2, 1","3, 4, 2","3 5 2","4 5 5","5 5 5"
15,"Female","GB",1,2,2,4,4,3,4,4,4,4,5,5,4,5,4,"1, 2, 2","4, 4, 3","4 4 4","4 5 5","4 5 4"
21,"Female","US",3,3,3,2,3,3,5,4,4,2,3,3,5,4,4,"3, 3, 3","2, 3, 3","5 4 4","2 3 3","5 4 4"
14,"Female","KY",3,3,3,4,5,3,2,3,3,3,4,3,5,4,3,"3, 3, 3","4, 5, 3","2 3 3","3 4 3","5 4 3"
15,"Male","BR",1,2,2,2,4,4,3,3,4,2,4,3,3,5,5,"1, 2, 2","2, 4, 4","3 3 4","2 4 3","3 5 5"
21,"Male","US",4,5,4,3,4,1,5,5,3,3,5,3,2,5,2,"4, 5, 4","3, 4, 1","5 5 3","3 5 3","2 5 2"
25,"Male","IL",4,5,4,1,3,1,4,4,5,3,5,3,5,5,5,"4, 5, 4","1, 3, 1","4 4 5","3 5 3","5 5 5"
21,"Male","ES",3,3,2,3,4,3,4,3,4,4,4,3,5,5,5,"3, 3, 2","3, 4, 3","4 3 4","4 4 3","5 5 5"
24,"Female","US",4,4,3,3,4,3,5,4,3,3,3,2,3,3,3,"4, 4, 3","3, 4, 3","5 4 3","3 3 2","3 3 3"
23,"Male","IL",4,3,5,1,5,2,5,5,5,3,5,2,4,5,5,"4, 3, 5","1, 5, 2","5 5 5","3 5 2","4 5 5"
22,"Female","US",1,3,1,4,5,5,5,5,4,3,3,3,5,4,2,"1, 3, 1","4, 5, 5","5 5 4","3 3 3","5 4 2"
24,"Female","BA",3,2,3,2,4,2,4,4,3,2,4,2,4,4,4,"3, 2, 3","2, 4, 2","4 4 3","2 4 2","4 4 4"
18,"Female","US",3,4,4,2,2,2,5,5,4,4,4,3,5,4,4,"3, 4, 4","2, 2, 2","5 5 4","4 4 3","5 4 4"
44,"Female","US",4,5,5,2,2,1,4,5,5,3,5,5,3,5,3,"4, 5, 5","2, 2, 1","4 5 5","3 5 5","3 5 3"
15,"Female","US",1,1,1,5,5,3,3,4,1,3,3,3,2,3,1,"1, 1, 1","5, 5, 3","3 4 1","3 3 3","2 3 1"
31,"Female","US",1,3,2,4,4,4,2,3,3,4,3,5,4,4,4,"1, 3, 2","4, 4, 4","2 3 3","4 3 5","4 4 4"
42,"Female","GB",4,5,5,3,5,3,5,5,4,5,5,5,5,5,3,"4, 5, 5","3, 5, 3","5 5 4","5 5 5","5 5 3"
18,"Male","MU",2,4,5,1,2,1,2,3,5,5,5,5,1,4,5,"2, 4, 5","1, 2, 1","2 3 5","5 5 5","1 4 5"
27,"Female","US",4,4,5,5,5,3,5,5,5,4,4,3,3,5,4,"4, 4, 5","5, 5, 3","5 5 5","4 4 3","3 5 4"
18,"Male","US",2,5,5,1,5,1,5,5,5,5,5,1,5,5,5,"2, 5, 5","1, 5, 1","5 5 5","5 5 1","5 5 5"
19,"Male","US",2,3,1,5,5,5,1,5,4,4,5,5,5,4,5,"2, 3, 1","5, 5, 5","1 5 4","4 5 5","5 4 5"
23,"Male","US",4,5,5,1,2,1,4,5,4,4,5,4,5,4,4,"4, 5, 5","1, 2, 1","4 5 4","4 5 4","5 4 4"
22,"Female","CA",2,4,3,3,3,2,5,4,3,5,3,5,4,4,3,"2, 4, 3","3, 3, 2","5 4 3","5 3 5","4 4 3"
25,"Male","AU",2,3,4,3,4,2,3,4,4,2,3,4,4,5,4,"2, 3, 4","3, 4, 2","3 4 4","2 3 4","4 5 4"
29,"Female","US",3,2,4,5,5,2,4,5,3,3,4,3,4,3,5,"3, 2, 4","5, 5, 2","4 5 3","3 4 3","4 3 5"
32,"Female","PL",1,2,4,4,5,5,3,3,3,4,4,3,5,5,4,"1, 2, 4","4, 5, 5","3 3 3","4 4 3","5 5 4"
20,"Female","US",2,3,1,4,3,3,3,4,3,4,3,3,3,5,4,"2, 3, 1","4, 3, 3","3 4 3","4 3 3","3 5 4"
31,"Female","US",3,5,5,3,3,3,4,5,5,4,4,4,4,4,5,"3, 5, 5","3, 3, 3","4 5 5","4 4 4","4 4 5"
37,"Female","NZ",4,4,4,3,2,3,4,4,4,3,4,4,3,4,4,"4, 4, 4","3, 2, 3","4 4 4","3 4 4","3 4 4"
35,"Male","SG",2,3,3,2,2,2,3,3,3,4,4,4,3,5,4,"2, 3, 3","2, 2, 2","3 3 3","4 4 4","3 5 4"
16,"Female","US",1,1,3,4,5,5,3,5,4,2,4,3,5,4,4,"1, 1, 3","4, 5, 5","3 5 4","2 4 3","5 4 4"
19,"Female","US",4,5,5,3,5,2,2,3,4,1,2,1,5,2,5,"4, 5, 5","3, 5, 2","2 3 4","1 2 1","5 2 5"
23,"Female","US",3,3,3,5,5,4,4,5,4,4,4,5,5,3,4,"3, 3, 3","5, 5, 4","4 5 4","4 4 5","5 3 4"
17,"Female","US",2,2,1,4,5,4,5,5,5,3,3,2,5,5,5,"2, 2, 1","4, 5, 4","5 5 5","3 3 2","5 5 5"
